channel_name,channel_id,playlists_id,subscriber_count,video_count,view_count,title,publishedAt,likes,views
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,คนเที่ยวเดียว นั่งรถไฟฮอกไกโด ไม่ต้องเช่ารถ!! #pigkaploy #เลเซอร์รักแร้#กังนัมคลินิก#เลเซอร์ขนรักแร้,2024-02-09T12:02:00Z,3117,50128
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,เดินเที่ยวเองซัปโปโร ตามหาปูขนราคาแพง ที่ตลาดปลาร้อยปีชื่อดัง l HOKKAIDO,2024-02-07T12:00:03Z,6238,296580
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,เก็บต้นหอมยักษ์ไปปอกเอง! ไปเป็นเด็กฟาร์มชนบท l Japan Hokkaido,2024-02-01T12:00:06Z,11501,543922
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,[ฉบับเต็ม 1 ชั่วโมง] 5 วัน 4 คืน แบกเป้เที่ยว สปป.ลาว เวียงจันทน์-หลวงพระบาง,2024-01-25T12:00:56Z,15714,750150
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ลองใช้ชีวิตเป็นทหารชายแดนเหนือ  3 วัน 2 คืน l ไทย-เมียร์มาร์,2024-01-16T12:31:57Z,60922,1481794
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,เที่ยวคนเดียว เมืองประมงญี่ปุ่น มีร้านอาหารอร่อย กินได้ที่นี่ที่เดียว!! l HAKODATE HOKKAIDO,2024-01-13T12:00:22Z,9513,482277
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,เที่ยวคนเดียว ไม่ใช้รถ ในเมืองออนเซ็นที่ดีที่สุด!? l หุบเขานรก ฮอกไกโด,2024-01-11T12:00:41Z,7082,303678
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,มหากาพย์สู้ชีวิตที่อินเดีย ไฟดับ น้ำท่วม โดนโกง รถแอร์เสีย มาหมด!!!,2024-01-09T12:20:42Z,7965,341478
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,เที่ยวเองชัยปุระ นุ่งส่าหรีเป็นมหารานี อินเดีย!!,2024-01-06T12:00:22Z,6589,227644
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,คนอินเดียใช้ทรายล้างจาน?!! #pigkaploy,2024-01-04T12:51:46Z,110138,2273888
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,24 ชั่วโมง กิน นอน เอาตัวรอดกลางทะเลทรายอินเดีย-ปากีสถาน l JAISALMER,2024-01-04T12:04:50Z,21011,846668
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,มนุษย์ใต้หลังคา ความลับในหอนาฬิกาเมืองสีฟ้า!! Jodhpur INDIA,2023-12-26T12:00:22Z,7602,343359
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,เที่ยวแบบประหยัดในเมืองที่เคยรวยที่สุดในอินเดีย!! l JAISALMER,2023-12-21T13:28:09Z,11951,692600
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,17 ชั่วโมงบนรถไฟอินเดียตู้นอนชั้น3  พร้อมรีวิวทุกชั้น!! l INDIA,2023-12-19T12:00:09Z,9267,450555
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,หัดต่อราคา ในตลาดใหญ่อินเดีย ที่วุ่นวายที่สุดในโลก!? l New Delhi INDIA,2023-12-16T12:00:15Z,6969,302588
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,เซอร์ไพรส์เพื่อน! ไปขี่มอเตอร์ไซค์บนถนนที่สูงที่สุดในโลก เลห์ ลาดัก l THE BUCKET LIST 101 EP.1,2023-12-14T12:00:20Z,15682,432069
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ถ่ายรูปภูเขาไฟฟูจิ กลับไปทำในสิ่งที่รัก...อีกครั้ง!! l  ญี่ปุ่น,2023-12-06T12:00:32Z,6849,251804
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,กินสตรีทฟู๊ดอินเดีย 4 เมือง! ตลาดยันข้างทาง l INDIA,2023-12-02T13:08:51Z,22516,1497669
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ขุดพลอยบ่อลึก 4  เมตร! เพื่อไปขายในตลาด จะได้เท่าไร!? | จันทบุรี,2023-11-28T12:19:06Z,18934,1085642
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,Pigkaploy X Gaijin อินเดียที่ทุกคนรอคอย l Trailer,2023-11-22T12:10:24Z,3649,92183
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,เจอกันพรุ่งนี้ 1 ทุ่มตรง :) #pigkaploy,2023-11-22T12:00:14Z,4431,64163
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,แคชเมียร์อินเดียเหนือ เที่ยวง่ายใกล้ชิดเทือกเขาหิมาลัย! l INDIA,2023-11-21T12:00:09Z,12502,629557
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ตะลุยงานใหญ่ แจกความสดใส ใจกลางกรุงเทพ!,2023-11-16T12:00:42Z,1625,87872
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,เที่ยวคนเดียวที่เกาหลี ไม่คิดว่าจะเป็นแบบนี้!! | เกาหลีใต้ โซล,2023-11-14T12:00:23Z,8660,329693
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,คนกลัวที่แคบอยู่ไม่ได้ ห้องเล็กแบบสะดวกครบ! ใจกลางกรุงโซล! #pigkaploy,2023-11-14T10:10:10Z,1978,39212
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ห้องเช่าแคบราคาถูก ตีแผ่ชีวิตจริงเกาหลีใต้ l 고시원,2023-11-11T11:00:40Z,33126,1812003
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,บ้านประหลาดเปลี่ยนเราเป็นอาจุมม่า 2 วัน 1คืน l เกาหลีคนเดียว,2023-11-09T12:00:16Z,15011,556637
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ขยะเปลี่ยนโลกได้! บุกงานใหญ่ที่ทำให้เราเข้าใจโลกมากขึ้น,2023-11-08T12:00:47Z,1308,27728
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,"Roadtrip พิชิต 2,224 โค้ง ไปนอนทุ่งนาหน้าฝน l แม่ละนา แม่ฮ่องสอน",2023-11-02T12:00:13Z,9131,377307
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,เปิดรายได้ยูทูป! เที่ยวได้เงินเท่าไร?,2023-10-31T12:00:14Z,31165,1047394
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,No plan!! ลุยเดี่ยวจอร์เจีย ฉบับลืมเล่า l TBILISI Georgia,2023-10-28T12:00:37Z,10004,520715
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,Solo Camping ครั้งเดียวพอ!? กางเต็นท์คนเดียว กลางเทือกเขาใหญ่ 2วัน1คืน l Juta - Roshka Georgia,2023-10-26T12:00:07Z,17282,621032
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,นอนโรงแรมโคตรแพง คุ้มไม่คุ้ม? l เที่ยวคนเดียว JUTA Georgia,2023-10-24T12:00:29Z,15654,728346
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,"เที่ยวคนเดียว! งบ 1,500 บาท เมืองเล็กบนเทือกเขาใหญ่คอเคซัส l Kazbegi Georgia",2023-10-19T12:00:46Z,7476,327072
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,แบกเป้คนเดียว เที่ยวจอร์เจีย เที่ยวง่าย ไม่ใช้รถ กับเมืองหลวงทบิลิซี l Tbilisi Georgia,2023-10-17T12:43:09Z,8647,393024
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,แบกเป้เข้าป่าไปใช้ีชีวิตแบบชนเผ่า #pigkaploy,2023-10-16T11:25:35Z,299705,8278843
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,"1,000 บาท ตะลุยกินสตรีทฟู้ดไต้หวัน กินยับจนพุงพับ!",2023-10-13T12:00:11Z,7680,399283
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,พิชิตยอดเขา 3422 เมตร ที่ไต้หวัน! มือใหม่ก็เดินได้ วิวโคตรรสวยย,2023-10-10T12:00:16Z,8833,375239
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,เข้าป่าล่าสัตว์ อาหารมื้อสุดท้ายในชนเผ่าเมนตาไว l อินโดนิเซีย,2023-10-05T12:00:36Z,10665,520197
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,สักกับช่างสักชนเผ่า เก่าแก่ที่สุดในโลก l อินโดนิเซีย,2023-10-03T12:00:00Z,5133,213639
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ความทุกข์อะไรเยอะแยะวะ ￼#pigkaploy,2023-10-02T13:05:41Z,18622,391769
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,1ในโฮมสเตย์ทีั่ชอบที่สุด! #บ้านจ่าโบ่ #บ้านพักใจ #แม่ฮ่องสอน,2023-09-29T13:39:23Z,22820,453712
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ตามลุงชนเผ่าวัย 80 เข้าป่าทำเสื้อผ้าจากต้นไม้ใหญ่!  l เมนตาไว อินโดนีเซีย,2023-09-28T12:00:43Z,5507,179321
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,36 ชั่วโมงตามหาชนเผ่าโบราณ l เกาะสุมาตรา อินโดนีเซีย,2023-09-26T12:00:24Z,9116,415796
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,แคมป์ปิ้งระยอง 2วัน1คืน | อ่างเก็บน้ำเขาจุก,2023-09-21T12:00:21Z,4273,172268
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,เหมารถแดงเที่ยวเชียงใหม่ x พี่พอร์ช,2023-09-20T12:00:28Z,5898,211032
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ไอเราก็ชอบเดินป่า แต่ก็ดันเหงาด้วยสิ ทีนี้ก็ว้าวุ้นเลย ข้อมูลดูในคอมเมนต์เลย แล้วเจอกัน! #FreeFire,2023-09-15T10:58:12Z,4768,93222
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,เที่ยวหน้าฝน นอนดูทะเลหมอก ที่บ้านจ่าโบ่ แม่ฮ่องสอน,2023-09-14T12:00:10Z,11742,612203
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ความลับที่ซ่อนอยู่ใน Made in Japan | โตเกียว 3วัน2คืน,2023-09-12T12:00:08Z,1888,53784
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ใช้ชีวิตในห้องแคบ แบบชาวชิบุยะ โตเกียว!,2023-09-07T11:59:24Z,12452,686254
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,กิน เที่ยว ครบ กับเมืองสุดวินเทจ เหมือนย้อนเวลา l อุทัยธานี,2023-08-31T12:00:42Z,4535,184646
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,เที่ยวบางเสร่ นอนโฮมสเตย์ ตกหมึกกลางทะเล 2 วัน 1 คืน  l ชลบุรี,2023-08-29T12:00:05Z,5081,250307
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,เที่ยวเมืองงอย  หมู่บ้านกลางสายหมอกในฤดูฝน 2วัน 1คืน l ลาว,2023-08-26T12:00:43Z,11915,610517
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,กางเต็นท์ฤดูฝน บนยอดผาแดง เมืองหนองเขียว l ลาว,2023-08-24T12:00:10Z,8107,323064
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,รถไฟเวียงจันทน์-หลวงพระบาง 2 วัน 1 คืน,2023-08-19T12:00:02Z,7315,354968
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,น้อง - Three Man Down feat. URBOYTJ | Cover by Pigkaploy,2023-08-16T12:00:26Z,3326,57557
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,แบกเป้ขึ้นรถไฟกรุงเทพ-เวียงจันทร์ | ลาว,2023-08-13T12:00:34Z,9861,480883
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ตามรอยอาณาจักรที่สาบสูญ | สุพรรณบุรี,2023-08-11T12:00:49Z,4806,254772
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,เขาในป่าโกงกาง ที่หลายคนยังไม่เคยมา | Unseen ตรัง!,2023-08-08T12:00:55Z,4277,146937
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,เคยปกปิดไหมว่าโสด? เบื้องหลังมอนโด รัก โพสต์ ลบ ลืม,2023-08-03T12:00:44Z,987,28271
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ตะลุยกิน โตเกียว แบบนี้ก็มีด้วยเรอะ!!?,2023-08-01T12:00:38Z,6741,380274
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,เดินป่าคนเดียวครั้งแรกแต่ติดพายุกลางป่า! | ญี่ปุ่น  Japan Alps,2023-07-27T12:00:03Z,11453,483143
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,"แบกเป้ลุยเดียว""คามิโคจิ"" ประตูสู่ดินแดนเทือกเขาเจแปนเอลป์",2023-07-25T12:00:40Z,10176,526894
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ไร่กาแฟกลางเยาวราช!,2023-07-21T12:00:26Z,1477,38502
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,เปิดจดหมาย 5 ปีก่อน ที่เขียนให้ตัวเอง :),2023-07-20T12:00:00Z,5195,106373
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,รวมตัวมหาเทพ! นัดกันได้ไงง!?,2023-07-18T12:00:44Z,2255,53107
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,2 วัน 1 คืน แบกเป้คนเดียวไปนอนริมคลองในชุมชนน่ารักๆ ใจกลางกรุงเทพ,2023-07-13T12:00:20Z,4722,181734
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ตะลุยกินจ้อดแฟร์ในงบ 1000 บาท!?,2023-07-11T12:00:36Z,6795,333114
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,2 วัน 1 คืน เที่ยวคนเดียวที่เชียงคาน | คิดถึงจังเลย,2023-07-07T12:39:43Z,13321,606708
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,แบกเป้คนเดียวเที่ยว ฟูจิเมืองเลย-เชียงคาน ไม่ขับรถ | คิดถึงจังเลย,2023-07-04T12:00:22Z,11988,480464
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ตะลุยสตรีทฟู๊ดมาดากัสก้า 1 บาทก็กินได้!,2023-06-29T12:00:43Z,12414,708387
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ครั้งหนึ่งได้มากางเต๊นท์  ใช้ชีวิตในคอนเสิร์ต BMMF!,2023-06-27T12:00:40Z,5645,222165
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ขุดพลอยที่มาดากัสก้า! ดินแดนอัญมณีที่ใหญ่ที่สุดแห่งหนึ่งของโลก,2023-06-21T11:55:57Z,19022,959881
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ออกเรือไปกับประมงเร่ร่อน กลางทะเลมาดากัสก้า,2023-06-13T12:00:38Z,22275,817346
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ตะลุยกิน 5 ร้านเด็ด จังหวัดขอนแก่น ปาท่องโก๋ 1 บาท! ห้ามพลาดดด | ขอนแก่น,2023-06-06T12:00:21Z,7646,385776
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,"24 ชั่วโมงแรกที่มาดากัสก้า! แลกเงินไป 60,000,000!! | MADAGASCAR",2023-05-31T12:00:01Z,30679,1693298
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ครั้งหนึ่งในชีวิตที่มาดากัสก้า 🌍,2023-05-26T12:47:05Z,4488,67619
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,เมืองริมหาดที่ทุกอย่างโคตรแพง! น้ำแก้วละเกือบพัน! | TULUM MEXICO,2023-05-25T12:16:45Z,7638,507906
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ขอโทษนะคะ 🫢❤️,2023-05-21T03:50:43Z,54202,1540529
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ตะลุยพีระมิดชนเผ่ามายา ที่ได้เป็น 1 ใน 7 สิ่งมหัศจรรย์ของโลก |  ชิเชนอิซา ประเทศเม็กซิโก,2023-05-18T12:00:23Z,8708,459084
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,"บุกสตรีทฟู๊ดเม็กซิโก ! 1,000บาท ยังมีทอน กินจนท้องแตก",2023-05-10T12:00:49Z,18347,1008352
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,Unseen Thailand มุดถ้ำใต้น้ำ! ตามล่าหาพยูน! กับหาดที่สวยที่สุดในไทย | หาดเจ้าไหม ตรัง,2023-05-03T12:00:05Z,5789,265359
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ไปติดเกาะ 24ชม! หนีชีวิตเครียดๆ ที่ หมู่เกาะสุรินทร์,2023-04-26T12:00:47Z,6194,295330
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,นั่งเรือเยือนชนเผ่ามอแกนแห่งทะเลใต้,2023-04-17T12:00:35Z,8096,431417
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,นั่งรถไฟไปนครปฐม งบ 500 บาท,2023-04-12T12:00:16Z,9649,424731
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,พิชิตหิมาลัย | ฉบับ 1 ชั่วโมงเต็ม!,2023-04-06T12:00:22Z,21433,1322634
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,Mexico ไม่เหมือนอย่างที่คิด? | มหากาพย์เมกากลาง EP. 4,2023-03-31T11:00:25Z,6337,326168
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ซูเปอร์มาร์เก็ตที่แปลกที่สุดในชีวิต! | มหากาพย์เมกากลาง EP.3,2023-03-28T12:42:49Z,11681,828243
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ชีวิต OFFLINE ที่คิวบา นั่งรถคุณปู่เปิดประทุนรอบเมือง | มหากาพย์เมกากลาง ep.2,2023-03-22T11:59:13Z,5999,294890
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,"ตลุยกิน 10 บาท ถึง 10,000 ที่เมกากินไรได้บ้าง?",2023-03-16T12:00:06Z,7103,462197
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ทีมงาน แอบไปสัก Logo ช่องเราลงแขนมาเซอร์ไพส์ ร้องไห้เลย TT,2023-03-16T07:38:39Z,16137,506579
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,24 ชั่วโมงแรกที่คิวบา | มหากาพย์เมกากลาง ep.1,2023-03-14T12:00:04Z,21226,984131
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,20 ชั่วโมง บิน business class ครั้งแรกในชีวิต!  | มหากาพย์เมกากลาง ep.0,2023-03-01T12:00:34Z,9044,455454
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,แบกเป้คนเดียว ซาปา-ฮานอย ด้วยรถนอน 500บาท,2023-02-22T12:00:37Z,4436,182742
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ตะลุยเกาะบอร์เนียว ดินแดนใต้สายลม ภูเขาสูง ผืนป่า และ ท้องทะเล | ซาบาห์ มาเลเซีย,2023-02-20T12:00:19Z,8521,449051
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,บอกลาแว่น ทำเลสิคแล้วจ้าาา,2023-02-16T12:00:13Z,4370,141028
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,"เยือนบราซิลเมืองที่อันตรายที่สุดอันดับโลก | Brazil ,  Rio de Janeiro",2023-02-07T12:00:19Z,18960,953406
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,ปีใหม่นี้ไม่ว่างนะ..อยู่กับที่บ้าน :),2023-02-02T07:12:33Z,2901,68722
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,เที่ยวโตเกียวคนเดียว บรรยากาศหน้าหนาวของญี่ปุ่นก็หลังปีใหม่,2023-01-26T12:00:35Z,6963,300734
Pigkaploy,UCT8UgpcpqFV6AgOfs_52QmA,UUT8UgpcpqFV6AgOfs_52QmA,1340000,323,126523458,"โรงแรมสุดแปลกญี่ปุ่นที่ทั้งตึกเป็นร้านเกม! E-sport Hotel | Osaka, Japan",2023-01-19T12:00:30Z,6184,262159
